Stab,ST2,ST4,Brand,Sample Code,Data,Gruppo parametri,ABD,Alcol % peso,Alcol % vol,Amaro,Apparent Attenuation (%),Attenuazione Reale (RDF) %,Attenuazione vendita apparente %p,Azoto alfa-amminico t.q.,Cellule all'insemenzamento,Chill-back Start Time,Colore EBC,Data riempimento,Diacetile + precursori (ferm.),Differenza apparente-limite,Durata di conservazione lievito in cella,Durata raffreddamento,Estratto apparente,Estratto apparente limite %Pp,Estratto reale ,Fermentation rate (13.5°-5.5°),Fermentazione STEP 1,Fermentazione STEP 2,Final attenuation (EVG),Grado primitivo %Pp,Hopped Wort,Hopped Wort (37°C),Hopped Wort Actidione,Iso-alfa acidi,Maturazione STEP 3,NBB-A,NBB-B,Occupancy in fermentation,Occupancy in fermentation Racking,Pentandione + precursori,pH,pH minimo (End of Ferm),Plato chiusura freddo,Quotazione lievito - NBB-B,Raffreddamento STEP 3,Raffreddamento STEP 4,Rapporto ER/ABW,Temperatura Fermentazione,Temperatura STEP 1,Temperatura STEP 2,Temperatura STEP 3,Temp. lievito all'insemenzamento,Tempo di riduzione diacetile
PD,FE,FENA,Nastro Azzurro,20028635,30/07/2020,Lista di fermentazione N. Azzurro,,5.18,6.61,,,66.77,82.61,,,,,,,0.32,,,2.57,2.25,4.92,,,,,14.81,,,,,,,,,,,4.20,4.13,,,,,0.95,,,,,,
PD,FE,FENA,Nastro Azzurro,20028635,30/07/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028636,30/07/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028636,30/07/2020,Fermentazione Nastro Azzurro,,,,,,,,,17.60,264.00,,,40.00,,3.03,,,,,2.04,106.00,36.00,,,,,,,144.00,,,,284.00,71.00,,,7.80,,,60.00,,,10.00,,13.00,1.95,11.00
PD,FE,FENA,Nastro Azzurro,20028636,30/07/2020,Lista di fermentazione N. Azzurro,,5.25,6.71,,,66.01,81.62,,,,,,,0.43,,,2.78,2.35,5.15,,,,,15.15,,,,,,,,,,,4.25,4.18,,,,,0.98,,,,,,
PD,FE,FENA,Nastro Azzurro,20028636,30/07/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028637,30/07/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028637,30/07/2020,Fermentazione Nastro Azzurro,,,,,,,,,18.60,-488.00,,,32.00,,6.10,,,,,2.44,64.00,36.00,,,,,,,-588.00,,,,340.00,44.00,,,7.40,,,828.00,,,10.00,,13.00,1.91,10.75
PD,FE,FENA,Nastro Azzurro,20028637,30/07/2020,Lista di fermentazione N. Azzurro,,5.15,6.58,,,66.93,82.76,,,,,,,0.32,,,2.53,2.21,4.86,,,,,14.70,,,,,,,,,,,4.15,4.06,,,,,0.94,,,,,,
PD,FE,FENA,Nastro Azzurro,20028637,30/07/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028638,30/07/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028638,30/07/2020,Fermentazione Nastro Azzurro,,,,,,,,,18.00,257.00,,,38.00,,38.00,,,,,2.16,95.00,36.00,,,,,,,96.00,,,,286.00,62.00,,,7.60,,,108.00,,,10.00,,13.00,2.00,11.00
PD,FE,FENA,Nastro Azzurro,20028638,30/07/2020,Lista di fermentazione N. Azzurro,,5.18,6.61,,,66.77,82.55,,,,,,,0.36,,,2.58,2.22,4.92,,,,,14.81,,,,,,,,,,,4.20,4.12,,,,,0.95,,,,,,
PD,FE,FENA,Nastro Azzurro,20028638,30/07/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028639,30/07/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028639,30/07/2020,Fermentazione Nastro Azzurro,,,,,,,,,16.90,236.00,,,36.00,,6.20,,,,,1.90,106.00,34.00,,,,,,,96.00,,,,286.00,62.00,,,7.40,,,118.00,,,10.00,,13.00,2.25,11.00
PD,FE,FENA,Nastro Azzurro,20028639,30/07/2020,Lista di fermentazione N. Azzurro,,5.14,6.56,,,66.38,82.19,,,,,,,0.36,,,2.63,2.27,4.97,,,,,14.78,,,,,,,,,,,4.25,4.19,,,,,0.97,,,,,,
PD,FE,FENA,Nastro Azzurro,20028639,30/07/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028640,30/07/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028640,30/07/2020,Fermentazione Nastro Azzurro,,,,,,,,,17.30,257.00,,,37.00,,8.43,,,,,2.26,89.00,36.00,,,,,,,132.00,,,,286.00,41.00,,,7.40,,,60.00,,,10.00,,13.00,2.25,10.80
PD,FE,FENA,Nastro Azzurro,20028640,30/07/2020,Lista di fermentazione N. Azzurro,,5.10,6.51,,,66.35,82.17,,,,,,,0.28,,,2.62,2.34,4.94,,,,,14.68,,,,,,,,,,,4.20,4.10,,,,,0.97,,,,,,
PD,FE,FENA,Nastro Azzurro,20028640,30/07/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028641,30/07/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028641,30/07/2020,Fermentazione Nastro Azzurro,,,,,,,,,17.80,261.00,,,35.00,,34.23,,,,,1.90,99.00,36.00,,,,,,,156.00,,,,284.00,62.00,,,7.80,,,86.00,,,10.00,,13.00,2.36,11.00
PD,FE,FENA,Nastro Azzurro,20028641,30/07/2020,Lista di fermentazione N. Azzurro,,5.26,6.72,,,67.09,83.07,,,,,,,0.44,,,2.53,2.09,4.92,,,,,14.95,,,,,,,,,,,4.20,4.11,,,,,0.94,,,,,,
PD,FE,FENA,Nastro Azzurro,20028641,30/07/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028642,30/07/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028642,30/07/2020,Fermentazione Nastro Azzurro,,,,,,,,,17.90,248.00,,,38.00,,37.08,,,,,2.18,70.00,36.00,,,,,,,96.00,,,,282.00,56.00,,,7.40,,,132.00,,,10.00,,13.00,2.30,10.50
PD,FE,FENA,Nastro Azzurro,20028642,30/07/2020,Lista di fermentazione N. Azzurro,,5.16,6.59,,,67.49,83.18,,,,,,,0.38,,,2.46,2.08,4.75,,,,,14.61,,,,,,,,,,,4.10,4.02,,,,,0.92,,,,,,
PD,FE,FENA,Nastro Azzurro,20028642,30/07/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028643,30/07/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028643,30/07/2020,Fermentazione Nastro Azzurro,,,,,,,,,17.80,260.00,,,38.00,,20.30,,,,,2.00,88.00,36.00,,,,,,,156.00,,,,284.00,58.00,,,7.40,,,90.00,,,10.00,,13.00,2.50,11.00
PD,FE,FENA,Nastro Azzurro,20028643,30/07/2020,Lista di fermentazione N. Azzurro,,5.08,6.48,,,66.50,83.16,,,,,,,0.39,,,2.46,2.07,4.89,,,,,14.60,,,,,,,,,,,4.20,4.11,,,,,0.96,,,,,,
PD,FE,FENA,Nastro Azzurro,20028643,30/07/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028644,30/07/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028644,30/07/2020,Fermentazione Nastro Azzurro,,,,,,,,,16.80,262.00,,,31.00,,23.00,,,,,1.94,95.00,36.00,,,,,,,154.00,,,,286.00,50.00,,,7.40,,,91.00,,,10.00,,13.00,2.50,11.00
PD,FE,FENA,Nastro Azzurro,20028644,30/07/2020,Lista di fermentazione N. Azzurro,,5.13,6.55,,,67.51,83.61,,,,,,,0.33,,,2.38,2.05,4.72,,,,,14.53,,,,,,,,,,,4.20,4.15,,,,,0.92,,,,,,
PD,FE,FENA,Nastro Azzurro,20028644,30/07/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028645,30/07/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028645,30/07/2020,Fermentazione Nastro Azzurro,,,,,,,,,17.30,254.00,,,39.00,,28.40,,,,,2.43,76.00,24.00,,,,,,,82.00,,,,286.00,71.00,,,7.50,,,134.00,,,10.00,,13.00,2.40,10.75
PD,FE,FENA,Nastro Azzurro,20028645,30/07/2020,Lista di fermentazione N. Azzurro,,5.08,6.48,,,67.78,83.93,,,,,,,0.15,,,2.30,2.15,4.62,,,,,14.34,,,,,,,,,,,4.20,4.12,,,,,0.91,,,,,,
PD,FE,FENA,Nastro Azzurro,20028645,30/07/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028646,30/07/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028646,30/07/2020,Fermentazione Nastro Azzurro,,,,,,,,,18.40,244.00,,,37.00,,39.13,,,,,2.13,88.00,24.00,,,,,,,132.00,,,,280.00,86.00,,,7.80,,,79.00,,,10.00,,13.00,2.38,9.75
PD,FE,FENA,Nastro Azzurro,20028646,30/07/2020,Lista di fermentazione N. Azzurro,,5.05,6.44,,,67.66,83.72,,,,,,,0.23,,,2.33,2.10,4.62,,,,,14.29,,,,,,,,,,,4.30,4.24,,,,,0.91,,,,,,
PD,FE,FENA,Nastro Azzurro,20028646,30/07/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028647,30/07/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028647,30/07/2020,Fermentazione Nastro Azzurro,,,,,,,,,17.90,262.00,,,38.00,,4.58,,,,,2.02,127.00,36.00,,,,,,,144.00,,,,284.00,65.00,,,7.80,,,66.00,,,10.00,,13.00,2.38,11.00
PD,FE,FENA,Nastro Azzurro,20028647,30/07/2020,Lista di fermentazione N. Azzurro,,5.34,6.82,,,66.32,82.06,,,,,,,0.29,,,2.75,2.46,5.16,,,,,15.32,,,,,,,,,,,4.35,4.28,,,,,0.97,,,,,,
PD,FE,FENA,Nastro Azzurro,20028647,30/07/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028648,30/07/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20028648,30/07/2020,Fermentazione Nastro Azzurro,,,,,,,,,18.60,262.00,,,40.00,,13.30,,,,,2.02,114.00,52.00,,,,,,,120.00,,,,284.00,66.00,,,7.40,,,70.00,,,10.00,,13.00,1.95,11.00
PD,FE,FENA,Nastro Azzurro,20028648,30/07/2020,Lista di fermentazione N. Azzurro,,5.49,7.01,,,67.48,83.47,,,,,,,0.29,,,2.56,2.27,5.03,,,,,15.47,,,,,,,,,,,4.40,4.30,,,,,0.92,,,,,,
PD,FE,FENA,Nastro Azzurro,20028648,30/07/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029500,04/08/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029500,04/08/2020,Fermentazione Nastro Azzurro,,,,,,,,,16.90,252.00,,,40.00,,31.45,,,,,1.95,111.00,38.00,,,,,,,190.00,,,,286.00,75.00,,,7.80,,,108.00,,,10.00,,10.50,2.43,11.00
PD,FE,FENA,Nastro Azzurro,20029500,04/08/2020,Lista di fermentazione N. Azzurro,,5.24,6.70,,,64.91,80.35,,,,,,,0.54,,,3.02,2.48,5.39,,,,,15.36,,,,,,,,,,,4.35,4.28,,,,,1.03,,,,,,
PD,FE,FENA,Nastro Azzurro,20029500,04/08/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029501,04/08/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029501,04/08/2020,Fermentazione Nastro Azzurro,,,,,,,,,18.90,263.00,,,33.00,,34.35,,,,,1.90,107.00,36.00,,,,,,,120.00,,,,286.00,93.00,,,7.60,,,72.00,,,10.00,,13.00,2.40,10.60
PD,FE,FENA,Nastro Azzurro,20029501,04/08/2020,Lista di fermentazione N. Azzurro,,5.39,6.89,,,66.56,82.38,,,,,,,0.39,,,2.71,2.32,5.15,,,,,15.40,,,,,,,,,,,4.30,4.21,,,,,0.96,,,,,,
PD,FE,FENA,Nastro Azzurro,20029501,04/08/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029502,04/08/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029502,04/08/2020,Fermentazione Nastro Azzurro,,,,,,,,,17.20,257.00,,,37.00,,39.50,,,,,2.00,99.00,38.00,,,,,,,120.00,,,,286.00,64.00,,,7.80,,,58.00,,,10.00,,13.00,2.30,11.00
PD,FE,FENA,Nastro Azzurro,20029502,04/08/2020,Lista di fermentazione N. Azzurro,,5.33,6.81,,,66.64,82.48,,,,,,,0.34,,,2.67,2.33,5.08,,,,,15.23,,,,,,,,,,,4.30,4.24,,,,,0.95,,,,,,
PD,FE,FENA,Nastro Azzurro,20029502,04/08/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029503,04/08/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029503,04/08/2020,Fermentazione Nastro Azzurro,,,,,,,,,17.30,260.00,,,40.00,,11.20,,,,,1.95,105.00,38.00,,,,,,,132.00,,,,282.00,61.00,,,7.80,,,40.00,,,10.00,,13.00,2.40,11.00
PD,FE,FENA,Nastro Azzurro,20029503,04/08/2020,Lista di fermentazione N. Azzurro,,5.26,6.72,,,66.27,82.02,,,,,,,0.27,,,2.72,2.45,5.10,,,,,15.12,,,,,,,,,,,4.30,4.20,,,,,0.97,,,,,,
PD,FE,FENA,Nastro Azzurro,20029503,04/08/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029504,04/08/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029504,04/08/2020,Fermentazione Nastro Azzurro,,,,,,,,,16.80,262.00,,,38.00,,33.35,,,,,2.02,123.00,40.00,,,,,,,116.00,,,,286.00,51.00,,,7.80,,,31.00,,,10.00,,13.00,2.50,11.00
PD,FE,FENA,Nastro Azzurro,20029504,04/08/2020,Lista di fermentazione N. Azzurro,,5.19,6.63,,,65.27,81.23,,,,,,,0.34,,,2.84,2.50,5.26,,,,,15.15,,,,,,,,,,,4.25,4.17,,,,,1.01,,,,,,
PD,FE,FENA,Nastro Azzurro,20029504,04/08/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029505,04/08/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029505,04/08/2020,Fermentazione Nastro Azzurro,,,,,,,,,18.30,262.00,,,38.00,,36.20,,,,,2.00,105.00,24.00,,,,,,,142.00,,,,286.00,57.00,,,7.80,,,74.00,,,10.00,,13.00,2.45,11.00
PD,FE,FENA,Nastro Azzurro,20029505,04/08/2020,Lista di fermentazione N. Azzurro,,5.21,6.66,,,65.31,81.90,,,,,,,0.26,,,2.75,2.49,5.27,,,,,15.19,,,,,,,,,,,4.20,4.16,,,,,1.01,,,,,,
PD,FE,FENA,Nastro Azzurro,20029505,04/08/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029506,04/08/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029506,04/08/2020,Fermentazione Nastro Azzurro,,,,,,,,,19.00,258.00,,,38.00,,7.10,,,,,2.00,111.00,24.00,,,,,,,130.00,,,,288.00,67.00,,,7.40,,,80.00,,,10.00,,13.00,2.00,11.00
PD,FE,FENA,Nastro Azzurro,20029506,04/08/2020,Lista di fermentazione N. Azzurro,,5.35,6.84,,,65.92,81.60,,,,,,,0.38,,,2.84,2.46,5.26,,,,,15.44,,,,,,,,,,,4.25,4.19,,,,,0.98,,,,,,
PD,FE,FENA,Nastro Azzurro,20029506,04/08/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029507,04/08/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029507,04/08/2020,Fermentazione Nastro Azzurro,,,,,,,,,18.20,262.00,,,30.00,,15.00,,,,,1.90,106.00,36.00,,,,,,,120.00,,,,282.00,40.00,,,7.80,,,70.00,,,10.00,,13.00,2.50,11.00
PD,FE,FENA,Nastro Azzurro,20029507,04/08/2020,Lista di fermentazione N. Azzurro,,5.32,6.80,,,66.07,82.06,,,,,,,0.22,,,2.75,2.53,5.20,,,,,15.32,,,,,,,,,,,4.30,4.24,,,,,0.98,,,,,,
PD,FE,FENA,Nastro Azzurro,20029507,04/08/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029508,04/08/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20029508,04/08/2020,Fermentazione Nastro Azzurro,,,,,,,,,16.80,257.00,,,39.00,,17.27,,,,,2.00,89.00,48.00,,,,,,,120.00,,,,279.00,74.00,,,7.40,,,72.00,,,10.00,,13.00,2.35,10.90
PD,FE,FENA,Nastro Azzurro,20029508,04/08/2020,Lista di fermentazione N. Azzurro,,5.26,6.72,,,65.60,81.19,,,,,,,0.34,,,2.87,2.53,5.25,,,,,15.26,,,,,,,,,,,4.25,4.18,,,,,1.00,,,,,,
PD,FE,FENA,Nastro Azzurro,20029508,04/08/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20031058,12/08/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20031058,12/08/2020,Fermentazione Nastro Azzurro,,,,,,,,,17.60,259.00,,,38.00,,33.50,,,,,1.90,67.00,36.00,,,,,,,156.00,,,,288.00,80.00,,,7.60,,,80.00,,,10.00,,13.00,2.40,10.38
PD,FE,FENA,Nastro Azzurro,20031058,12/08/2020,Lista di fermentazione N. Azzurro,,5.34,6.82,,,66.06,82.60,,,,,,,0.14,,,2.68,2.54,5.22,,,,,15.38,,,,,,,,,,,4.35,4.27,,,,,0.98,,,,,,
PD,FE,FENA,Nastro Azzurro,20031058,12/08/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20031059,12/08/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20031059,12/08/2020,Fermentazione Nastro Azzurro,,,,,,,,,17.30,254.00,,,34.00,,36.20,,,,,2.29,98.00,36.00,,,,,,,120.00,,,,286.00,57.00,,,7.50,,,77.00,,,10.00,,13.00,2.15,11.00
PD,FE,FENA,Nastro Azzurro,20031059,12/08/2020,Lista di fermentazione N. Azzurro,,5.39,6.88,,,67.01,82.97,,,,,,,0.22,,,2.61,2.39,5.05,,,,,15.31,,,,,,,,,,,4.25,4.18,,,,,0.94,,,,,,
PD,FE,FENA,Nastro Azzurro,20031059,12/08/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20031060,12/08/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20031060,12/08/2020,Fermentazione Nastro Azzurro,,,,,,,,,18.00,260.00,,,34.00,,16.10,,,,,1.90,104.00,26.00,,,,,,,164.00,,,,286.00,46.00,,,7.40,,,50.00,,,10.00,,13.00,2.00,11.00
PD,FE,FENA,Nastro Azzurro,20031060,12/08/2020,Lista di fermentazione N. Azzurro,,5.20,6.64,,,66.85,82.76,,,,,,,0.25,,,2.56,2.31,4.92,,,,,14.84,,,,,,,,,,,4.30,4.24,,,,,0.95,,,,,,
PD,FE,FENA,Nastro Azzurro,20031060,12/08/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20031061,12/08/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20031061,12/08/2020,Fermentazione Nastro Azzurro,,,,,,,,,17.40,262.00,,,40.00,,39.10,,,,,2.16,121.00,24.00,,,,,,,132.00,,,,286.00,55.00,,,7.80,,,48.00,,,10.00,,13.00,2.30,11.00
PD,FE,FENA,Nastro Azzurro,20031061,12/08/2020,Lista di fermentazione N. Azzurro,,5.46,6.97,,,67.06,82.98,,,,,,,0.39,,,2.64,2.25,5.10,,,,,15.48,,,,,,,,,,,4.35,4.29,,,,,0.93,,,,,,
PD,FE,FENA,Nastro Azzurro,20031061,12/08/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20031062,12/08/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20031062,12/08/2020,Fermentazione Nastro Azzurro,,,,,,,,,16.80,260.00,,,35.00,,41.35,,,,,2.00,102.00,8.00,,,,,,,150.00,,,,288.00,50.00,,,7.40,,,34.00,,,10.00,,13.00,2.40,11.00
PD,FE,FENA,Nastro Azzurro,20031062,12/08/2020,Lista di fermentazione N. Azzurro,,5.36,6.85,,,66.63,82.41,,,,,,,0.34,,,2.69,2.35,5.11,,,,,15.31,,,,,,,,,,,4.30,4.25,,,,,0.95,,,,,,
PD,FE,FENA,Nastro Azzurro,20031062,12/08/2020,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20031063,12/08/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20031063,12/08/2020,Fermentazione Nastro Azzurro,,,,,,,,,18.00,262.00,,,35.00,,10.30,,,,,1.90,110.00,48.00,,,,,,,120.00,,,,286.00,58.00,,,7.40,,,84.00,,,10.00,,13.00,2.50,11.00
PD,FE,FENA,Nastro Azzurro,20031063,12/08/2020,Lista di fermentazione N. Azzurro,,5.40,6.90,,,65.86,81.43,,,,,,,0.47,,,2.89,2.42,5.32,,,,,15.58,,,,,,,,,,,4.35,4.28,,,,,0.99,,,,,,
PD,FE,FENA,Nastro Azzurro,20031063,12/08/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20031064,12/08/2020,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,20031064,12/08/2020,Fermentazione Nastro Azzurro,,,,,,,,,18.20,261.00,,,34.00,,13.20,,,,,2.04,105.00,36.00,,,,,,,120.00,,,,286.00,48.00,,,7.90,,,113.00,,,10.00,,13.00,2.40,11.00
